,text,label
2332,ON JANUARY 27TH AT 10:27PM AIRCRAFT N1959F A CE-172N OPERATED BY EAGLE AVIATION INC  AND PILOTED BY FRANCIS H,AF
2333,"PILOT DEPARTED ACT, RAISED THE LANDING GEAR AND RECEIVED NO LIGHT INDICATIONS THAT HIS GEAR RETRACTED   HE AS",AU
2334," 19 ON FEBRUARY 19, 2000, AT 1825 EASTERN STANDARD TIME, A BEECH 1900D, N81SK, OPERATED AS SKYWAY AIRLINE FLIGHT",AF
2335,"MR  TIMOTHY ALLEN WELLS WAS ACTING AS PILOT IN COMMAND OF A BELL HELICOPTER MODEL BHT7-G5, 7R, ENGAGED",II
2336,"LOCAL VFR FLIGHT FROM MOR TO GKT  ENROUTE THE ENGINE BEGAN TO RUN ROUGH, AND STOPPED SEVERAL TIMES  PILOT WAS",II
2337,"FOLLOWING LANDING, AND PRIOR TO THE BALLOON BEING SECURED TO THE GROUND, THE PILOT SHUT DOWN THE BURNER AND TH",ME
2338,"PRIOR TO DEPARTURE, THE PILOT RECEIVED A WEATHER BRIEFING, WHICH INCLUDED FORECAST MODERATE ICING AND PILOT REP",AU
2339,PILOT FAILED TO REMOVE AN ENGINE EXHAUST PLUG DURING HIS PRE-FLIGHT DUE TO A DISTRACTION FROM REFUELERS  DURIN,II
2340,"AFTER AN INTERVIEW WITH THE FIRST OFFICER, IT APPEARS THAT DURING THE PASSENGER BRIEFING, THE FIRST OFFICER MA",ME
2341,"THE ACCIDENT INVOLVED A MOONEY, MODEL M20C, REGISTRATION NUMBER N9187V  THE AIRCRAFT IS ON A PART 135 CERTIFI",II
2342,PILOT NEGLECTED TO REMOVE THE PREVIOUSLY ATTACHED CO-PILOT'S SEATBELT FROM SECURING THE FLIGHT CONTROLS  IT W,II
2343,"ON MAY 26, 2000, 628C DEPARTED RUNWAY 22, CULPEPER, VA 9 ON A PERSONAL FLIGHT SUBSEQUENT TO maintenance",II
2344,"PILOT TAXIED AIRCRAFT TO RUNWAY 31 AT READING AIRPORT RDG, READING, PA, THEN STOPPED AND SET BRAKES  PILOT W",ME
2345,"ON THURSDAY, JUNE, 22, 2000, CONTINENTAL AIRLINES FLIGHT 1763 DEPARTED YYZ FOR EWR AT 0957 EDT  AT CRUISE ALTI",II
2346,KEN SHAUMAN AND MYSELF INVESTIGATED THE FATAL AIRCRAFT ACCIDENT  FROM WITNESS REPORTS AND SITE INVESTIGATION:,AU
2347,THE AIRCRAFT ENGINE LOST POWER AFTER5 MINTUES OF AERIAL APPLICATION  ON THE EMERGENCY LANDING ON COUNTY ROAD,II
2348,"AIRCRAFT DEPARTED WESTFIELD, IN AIRPORT AT APP 16:30 EST  AIRCRAFT REPORTED LOST POWER SHORTLY AFTER TAKE OFF",II
2349,NO NARRATIVE AVAILABLE,II
2350,AIRCRAFT LANDED LONG AND WENT OFF OF END OF RUNWAY 18 INTO THE GRASS  RUNWAY WAS CLOSED FOR ELEVEN MINUTES BEC,II
2351,"THE PILOT STATED THAT APPROXIMATELY ONE HOUR INTO THE FLIGHT OIL SPRAYED OVER THE WINDSHIELD, ENGINE POWER DE",II
2352,NORTHWEST AIRLINES DC-10 BOEING PUSHED BACK FOR REPOSITIONING OFF OF GATE B2 STRUCK A CONTINENTAL AIRLINES D,AF
2353,"ON 5/28/00  1159 PDT, AIRCRAFT 67YV A PIPER P6-310P, AMLBU EXPERIENCED POSSIBLE ENGINE PROBLEMS RIGHT AF",II
2354,AIRCRAFT HAD ENGINE POWER LOSS BETWEEN ROSEBURG TO RED BLUFF  PILOT DECLARED EMERGENCY AND DESCENDED FROM 7500,II
2355,"THE MODEL B55 BARON WAS LOADED WITH A TOTAL OF SIX ADULT MALE OCCUPANTS, BAGGAGE, 126 POUNDS OF ADDITIONAL BA",II
2356,"THE PILOT WAS ON A CROSS COUNTRY FLIGHT FROM JUSTIN, TX  TO DES MOINES, IOWA  HE STATED THAT THE ENGINE LOST",II
2357,ON TAKEOFF AT 50 TO 70 FEET AGL THE ENGINE ON N800RH QUIT WITH THE RIGHT TANK SELECTED   DUE TO THE SHORT DIS,II
2358,"THE PILOT TOOK OFF FROM MERRILL FIELD RUNWAY , DURING CLIMB OUT THE ENGINE CEASED TO DEVELOP POWER  THE PIL",II
2359,THE FOLLOWING INFORMATION WAS PROVIDED BY THE WITNESS TO THE PILOT'S ACTIONS AND SUBSEQUENT TAKEOFF  HE STATE,AU
2360,EXTENSIVE maintenance HAD BEEN ACCOMPLISHED ON AIRCRAFT  AIRMAN/OWNER WAS SCHEDULED TO TAKE AIRCRAFT TO OSHKOS,II
2361,"STUDENT PILOT STATED THAT WHILE PRACTICING DIFFERENT MANEUVERS FOR HIS CHECK RIDE THE NEXT MORNING, THE AIRCR",II
2362,DELTA AIRLINES BOEING 737 N7WP WAS PARKED AT SPOT 11 ON THE NORTH RAMP WAITING FOR THUNDERSTORMS TO MOVE OU,DE
2363," 19 ON AUGUST , 2000, ABOUT 1252 HOURS PACIFIC DAYLIGHT TIME, A BEECH K35, N878R, OWNED AND OPERATED BY THE PIL",II
2364,PILOT STATED THAT UPON TAXI THE aircraft FAILED TO RESPOND TO STEERING OR BRAKING INPUTS  THE aircraft TRAVELED ABOUT 3,ME
2365,"AMERICAN TRANS AIR, INC  FLIGHT 253 WAS A SCHEDULED PASSENGER FLIGHT FROM CHICAGO MIDWAY AIRPORT MDW TO THE",DE
2366,ABOUT 7:15 AM ON SATURDAY 7/22/2000 I PRIVACY DATA OMI PIC OF AIRCRAFT N2709R LEFT LBE ON AN IFR FLIGHT SOP,II
2367,ON 7/30/00 A CESSNA 150F OPERATED BY PRIVACY DATA OMITTED DEPARTED WILROADS GARDEN AIRPORT 9K1 AT DODGE CI,II
2368,"ON JUNE 28, 2000 AT APPROXIMATELY 10 AM AN INTERNATIONAL AIR HANDLERS BAGGAGE CART #T-2 BECAME UNHITCHED AND",DE
2369,"DURING TAKE OFF ROLL THE PILOT'S SEAT MOVED AFT  PILOT PULLED THE THROTTLE OFF, BUT LOSS DIRECTIONAL CONTROL",II
2370,PRIVACY DATA STATED THAT ALL SYSTEMS CHECKED NORMAL  AFTER TAKE OFF AND CLIMBING THROUGH EIGHT HUNDERED FEET,II
2371,THE aircraft BEGAN TO TAXI WITH THE GROUND POWER UNIT GPU STILL CONNECTED  THE ELECTRICAL CABLE WAS PULLED FROM,II
2372,"DURING aircraft PUSH BACK, THE TUG LOST POWER CAUSING IT'S CONTROLS TO LOCK UP  THE OPERATOR SCRAPED THE RIGHT FRO",DE
2373,"DURING APPROACH FOR LANDING, THE LANDING GEAR WOULD NOT COME DOWN  PILOT PERFORMED WHEELS UP LANDING ON GRASS",ME
2374,"DURING DEPARTURE FROM A PRIVATE AIRSTRIP AT LUCEDALE, MS  WHILE CLIMBING THROUGH APPROX  150 FEET AGL , THE A",II
2375,THE INSTRUCTOR PILOT STATED THAT HE DID NOT CHECK FUEL PRIOR TO LEAVING BIL AND RELIED ON STUDENT TO CHECK FUE,II
2376,THE AIRCRAFT WAS TAXIED WITH A TOW BAR ATTACHED  THE CREW CEASED TAXING AFTER BECOMING AWARE OF THE ATTACHED T,II
2377,"ON SUNDAY, NOVEMBER 5, 2000, AT 1225 EST, A BOEING 727, N511DA, FLIGHT 780, OPERATED BY DELTA AIRLINES, REPOR",ME
2378,"ON FRIDAY OCTOBER 27, 2000, A DC-10 WAS BEING MARSHALLED TO A PARKING SPOT BY PERSONNEL OF PATHFINDER, A FREIG",DE
2379,"AIRMAN STATED THAT AFTER HE PREFLIGHTED aircraft, HE WENT INTO THE OPS HANGER TO FILE HIS FLIGHT PLAN  WHEN HE RET",II
2380,"DEPARTED TITUSVILLE, FLORIDA TIX  AIRCRAFT WAS CRUISING AT 8500 FT  WITH ENGINE maintainING 00 RPM   ENGIN",II
2381,"THE AIRCRAFT WAS CONDUCTING AERIAL APPLICATION USING A CANAL BANK AS A RUNWAY  WHILE REFUELLING, SOME JET A S",II
2382," 19 ON SEPTEMBER , 2000, ABOUT 1915 ALASKA DAYLIGHT TIME, A PIPER PA-31-350 AIRPLANE, 105D, SUSTAINED SUBSTAN",AF
2383,ENGINE QUIT DURING TAKEOFF   DURING THE TAKEOFF CLIMB THE AIRPLANE LOST POWER AND COLLIDED WITH THE TOPS,II
2384,PILOT STATED THAT HE LOST POWER WHILE IN CRUISE NEAR LAKE MICHIGAN AND MICHIGAN CITY AIRPORT  HE APPLIED CARB,II
2385,"ON NOVEMBER 18, 2000, AIRCRAFT 8181L ATTEMPTED A NORMAL LANDING ON A GRASS AIRSTRIP LOCATED AT WHITE POST, VA",II
2386," 19ON MARCH , 2001, ABOUT 1120 EASTERN STANDARD TIME, A CESSNA 150, N65F, WAS SUBSTANTIALLY DAMAGED DURING A",II
2387,aircraft RAN OFF RUNWAY WHILE TAXIING BACK TO RAMP AND STRUCK RUNWAY LIGHT WITH PROPELLER,AF
2388,"ON DECEMBER 6, 2000, A SIGNATURE FLIGHT SUPPORT BELTLOADER CAUSED MINOR DAMAGE TO THE DOOR SILL PLATE AND LOWE",DE
2389,"PILOT FOUND aircraft HAD DEAD BATTERY WHEN TRYING TO START ENGINE FOR FLIGHT  HE USED JUMPER CABLES TO START aircraft,",AU
2390,THE UPPER ENGINE COWLING DEPARTED THE AIRPLANE JUST AFTER TAKEOFF FROM RUNWAY 29  THE COWLING SUBSEQUENTLY ST,II
2391,"aircraft LANDED HARD AND BOUNCED  ON NEXT TOUCHDOWN, GEAR COLLAPSED ",ME
2392,"DURING TAXI TO RUNWAY 16 FOR DEPARTURE, PRIVACY DA ATTEMPTED TO ST OP TO CONDUCT A RUNUP  THE LEFT BRAKE WA",II
2393,aircraft WAS LANDING ON SEA RUNWAY L AND WAS DOWN TO 90 KNOTS ON ROLLOUT  PILOTS HEARD A LOUD THUMP AND DISCOVER,AF
2394,"PILOT REPORTED THAT WHILE HE WAS ON TAKE OFF ROLL ON RUNWAY 19L AT SNA, JUST AFTER ROTATION THE PILOT DOOR OPE",II
2395,"THE PILOT WAS CRUISING AT 3500' MSL WHEN THE aircraft LOST POWER  HE DE LARED AN EMERGENCY, TRIED TO RESTART THE E",II
2396,THE aircraft PERFORMED A NORMAL RUNUP AND TAKEOFF AS REPORTED BY THE PILOT  SHORTLY AFTER TAKEOFF THE PILOT REPORT,II
2397,"DURING LANDING ROLL OUT, THE PILOT SWERVED TO AVOID HITTING A SNOWMOBILE THAT WAS ON THE RUNWAY  aircraft GROUND L",AF
2398,"DURING TAKE-OFF CLIMB, ENGINE LOST POWER AND QUIT RUNNING  AIRCRAFT WAS LANDED STRAIGHT AHEAD INTO A MUDDY FAR",II
2399,"ON MAY 10, 2001, ABOUT 1730 EASTERN DAYLIGHT TIME, A CHAMPION 7EC, 737E, WAS SUBSTANTIALLY DAMAGED DURING A",II
2400,"SOMETIME DURING THE NIGHT, AN UNMANNED, UNCONTROLLED US AIRWAYS LAVATORY TRUCK ROLLED ACROSS TAXIWAYS ""G"" AND",DE
2401,"AIRCRAFT DEPARTED FOR maintenance TEST AFTER ADJUSTMENTS ON LANDING GEAR  ON TAKEOFF ROLL, LANDING GEAR RETRA",II
2402,TOWER REPORTED THAT A CONTRAIL OF LIQUID WAS STREAMING OFF THE AIRCRAFT WING AFTER TAKEOFF  PILOT DECLARED EME,II
2403,"THE HELICOPTER WAS IDLING ON THE HELIPAD, AND THE RPM CONTROL WAS BROUGHT UP TO FLY POSITION FOR THE TAKEOFF ",II
2404,"PILOT DEPARTED MATHER FIELD, CALIFORNIA ENROUTE TO RANCHO MURIETA, CALIFORNIA  SHORTLY AFTER LEVEL OFF, THE EN",II
2405,"IN MAY 29, 2001, ABOUT 0718 EASTERN DAYLIGHT TIME, A CONTINENTAL COPTERS TOM CAT MARK 5A A MODIFIED BEL7 H",II
2406,"AIRCRAFT WAS IN CRUISE FLIGHT, THERE WAS A RPM LOSS AND PILOT COULD NOT maintain ALTITUDE  PILOT MADE AN EMERG",II
2407,RIGHT TOP ENGINE COWL DEPARTED AIRCRAFT DURING FLIGHT  AIRCRAFT LANDED WITHOUT INCIDENT   ACTUAL NUMBER OF PAX,DE
2408,"PRIVACY DATA O PIC OF N82HR, A PC-125 WAS DISTRACTED DURING PREFLIGHT AND LEFT THE TOW BAR ATTACHED TO TH",II
2409,"GYROCOPTER LOST POWER ON TAKE-OFF CLIMB, DUE TO HIGH ANGLE OF ATTACK PILOT COULD NOT GET PROPER AUTO-ROTATION",II
2410,"THE PILOT STATED THAT WHEN HE TOOK OFF, THE AIRCRAFT ENGINE QUIT AT ABOUT 100 TO 200 FEET AGL  THE AIRCRAFT H",II
2411,"PRIVACY DAT AND ONE PASSENGER WERE ENROUTE FROM PETERSBURGH, VA  PTV TO ORANGEBURGH, SC OGB IN N80K A",II
2412,"ON 07/26/01 PILOT ROBERT TAIBEDEAU, CERT #20160, ATTEMPTED TO DEPART VGT  PRIOR TO THIS INCIDENT THIS PILOT",II
2413," 19 ON AUGUST 5, 2001, ABOUT 2015 HOURS PACIFIC DAYLIGHT TIME, A CESSNA 336, N3838U, EXPERIENCED A LOSS OF POWER",II
2414,"ON JUNE 6, 2001, ABOUT 0800 HRS  EASTERN STANDARD TIME, A CESSNA 150, N2207J, REGISTERED TT FREDERICK PISHOTTA",II
2415,ON A SECOND FLIGHT OF THE DAY AFTER REFUELING THE HELICOPTER THE PILOT FAILED TO NOTICE THAT THE WIND GUST HAD,II
2416,"PILOT WAS ON A VFR FLIGHT FROM AUBURN/LEWISTON, ME LEW TO BUFFALO, NY BUF  APPROXIMATELY 15 MILES SOUTHWE",II
2417,ON TAKEOFF FOR A MIANTENANCE FERRY FLIGHT SPECIAL FLIGHT PERMIT ISSUED FROM FULTON COUNTY-BRONW FIELD FTY,II
2418,THE AIRMAN ATTEMPTED A TAKEOFF WITH PITOT COVER ATTACHED  TAKEOFF WAS ABORTED WHEN THE PILOT NOTICED THAT THE,II
2419,"PILOT STATED THAT JUST BEFORE TAKE OFF AT YUMA INTERNATIONAL AIRPORT, HE ADJUSTED HIS SEAT FORWARD BECAUSE HE",II
2420,"SMALL TOW BAR WAS LEFT ATTACHED, AFTER A PRE-FLIGHT INSPECTION WAS COMPLETED IN HANGAR  PILOT WAS NOTIFIED TO",II
2421,ON 07/11/01 FEDEX FLIGHT 1611 INBOUND TO IND REPORTED HEARING A LOUD NOISE FROM THE REAR OF THE AIRCRAFT  THE,II
2422,"ON 06/26/01 ABOUT 1000 EDT, DURING TAKEOFF ROLL, AIRCRAFT LEFT WHEEL HIT A SOFT SAND SPOT AND IT PULLED THE A",AI
2423,ON 10/30/2001 MR  HATTER PURCHASED4 3 GALLONS OF FUEL FROM THE FUEL TRUCK AT MOORE COUNTY AIRPORT IN DUMAS,II
2424,"ON OCTOBER 3, 2001, ABOUT 1300L, N388BA, A LET-L33 SOLO GLIDER WAS SPINNING DOWN FROM000' WHEN A SMALL BATT",II
2425,WHILE TAXIING TO PARKING AFTER LANDING THE AIRCRAFT NOSE WHEEL DEPARTED THE TAXIWAY  THE AIRCRAFT WAS STOPPED,AF
2426,"THE AIRMAN PERFORMED A NORMAL TAKEOFF FROM THE CAMBRIDGE AIRPORT  IMMEDIATELY AFTER LIFT OFF, THE PILOT HEARD",II
2427,"PILOT STATEMENT: ON FRIDAY, OCTOBER 19, 2001, AT 65 AM, AT LOVE AIRFIELD IN PRESCOTT, ARIZONA, THE PLANE A",II
2428,SEE ATTACHED INFORMATION REGARDING PHONE INTERVIEW WITH MR  WOOD,II
2429,"DURING TAXI OUT, CFI NOTICED NOSE LANDING GEAR GREEN LIGHT WAS OUT  SHE ATTEMPTED TO SWAP LIGHTS TO VERIFY TH",II
2430,PILOT HAD RECEIVED AN IFR CLEARANCE AND WAS CLEARED FOR TAXI BY TYS GROUND CONTROL  PILOT REALIZED A WHEEL CH,II
2431,"ON A FLIGHT FROM GARDEN VALLEY AIRPORT TO BOISE, IDAHO, THE ENGINE QUIT SUDDENLY  THE PILOT MADE AN ENGINE OU",II
2432,maintenance WAS PERFORMED SOMETIME BEFORE THE PROPOSED FLIGHT  THE ANTI-SKID CIRCUIT BREAKER WAS PULLED BY MA,II
2433,"ON OCTOBER 13, 2001, A CESSNA CE-172, N2529L, MADE AN EMERGENCY LANDING ON A FROZEN LAKE NEAR THE VILLAGE OF",II
2434,"THIS INCIDENT, PRIVACY DATA OMITTED IS CLOSED  PRIVACY DATA OMITTED     INSPECTOR STATEMENT: ON AUGUST 18",II
2435,"23PILOT STATED HE USED FUEL IN LEFT FUEL TANK, HE SELECTED RIGHT TANK, WHICH STILL HAD 10-15 GALLONS  AFTER ABOUT",II
2436,PILOT ATTEMPTED TO LAND AT KODIAK MUNICIPAL AIRPORT  HE GOT A NOSE GEAR UNSAFE INDICATION  HE NOTIFIED TOWER,AU
2437,TAKEOFF WAS ABORTED DUE TO SEVERE VIBRATION AND LOSS OF NOSEWHEEL STEERING  THE NOSE LANDING GEAR TORQUE LINK,II
2438,"ON AUGUST 23, 2001, AT APPROXIMATELY 1530 EDT, A CESSNA 182R, N19E, SUSTAINED SUBSTANTIAL DAMAGE DURING LAN",AU
2439,AFTER TAKE OFF aircraft HAD POWER FAILURE  PILOT FLEW BY TOWER AND CONFIRMED ALL GEAR DOWN  aircraft LANDED AND NOSE,AU
2440,INSPECTION OF THE AIRCRAFT BY THE FBO INDICATES THAT THE PILOT ATTEMPTED THE TAKE-OFF ROLL WITHOUT THE PARKING,II
2441,THE PILOT IN COMMAND TAXIED AND TOOK OFF WITH THE ENGINE HEATER EXTENSION CORD PLUGGED INTO THE AIRPLANE  UPO,II
2442,"AIRCRAFT DEPARTED FAIRBANKS INTERNATIONAL APPROXIMATELY 10 MINUTES AFTER TAKEOFF AND WHILE IN CLIMB, THE ENGI",II
2443,"ON JANUARY 2, 2002, AT APPROXIMATELY 2330 CST, A PIPER PA-28-180 MADE AN EMERGENCY LANDING RESULTING FROM SEP",II
2444,ON 12/13/02 AT APPROXIMATELY 21:12 N111AM SUSTAINED HYDRAULIC FAILURE THUS LANDING AT PBI  DURING THE TAXI IN,AU
2445,PILOT FORGOT TO REMOVE TOW BAR  WHILE TAXIING FOR TAKE-OFF PROP STRUCK TOW BAR,II
2446,INEFFECTIVE ELEVATOR CONTROL BECAME APPARENT DURING TAKE OFF ROLL  ONGOING INVESTIGATION TO DETERMINE CAUSE,AU
2447,PIC REPORTED THE RIGHT SIDE EMERGENCY EXIT WINDOW/DOOR DEPARTED  THE AIRPLANE HAD DEPARTED ON A TEST FLIGHT A,II
2448,BIRDS NEST IN ENGINE COWLING THAT WAS INGESTED INTO THE INDUCTION SYSTEM CAUSING A RESTRICTION TO AIRFLOW AND,II
2449,"ON MAY 29, 2002, AT 00 HOURS EDT, A PIPER PA-250, N6597Y, REGISTERED TO AIRLINE TRAINING ACADEMY, INC, E",II
2450,"DURING FLIGHT TRANSITIONING FROM CLIMB TO CRUISE, THE ENGINE COWLING SEPARATED FROM THE ENGINE COMPARTMENT AN",II
2451,"AN AMATEUR KIT BUILT AIRPLANE, A PLACE KIS/PULSAR SUPER CRUISER, CRASHED 1 MILE EAST OF THE NORTH PERRY A",AU
2452,"THE PILOT DEPARTED MOWATA AIRPORT IN EUNICE, LOUISIANA AND ARRIVED IN MIDLAND, TEXAS MAF WITHOUT ANY KNOWN",AU
2453,"AIRCRAFT DEPARTED KN68 WITH PILOT AND THREE PARACHUTE JUMPERS ON AUGUST 15, 2002 AT 05 HRS  AIRCRAFT CLIMBE",II
2454,"THE AIRCRAFT DEPARTED FROM BUY FOR A maintenance TEST FLIGHT  ON DEPARTURE, AT APPROXIMATELY 800 FT  AGL, THE",II
2455,"ACCORDING TO PIC, HE ABORTED THE TAKE OFF AT 30 FT AGL DUE TO NO INDICATED AIRSPEED  DURING RESULTING LANDING",II
2456,THIS AIRCRAFT HAD JUST RECEIVED AN ANNUAL INSPECTION  DURING THE PREFLIGHT INSPECTION THE PILOT FAILED TO NOT,II
2457," 19 ON AUGUST 1, 2002, ABOUT 2030 EASTERN DAYLIGHT TIME, A GRUMMAN AMERICAN AAB, N81310, WAS DESTROYED WHEN IT",AU
2458,"N759TY, CE-182 WAS EN ROUTE FROM HOT SPRINGS, ARKANSAS TO FAYETTEVILLE, TENNESSEE, WHEN THE AIRCRAFT ENGINE Q",II
2459,THE PILOT STATED THAT DURING TAKE OFF HE REALIZED HE HAD FAILED TO REMOVE THE CONTROL LOCK  HE RAN OFF THE EN,II
2460,PRIVACY DATA OMITTED THE PILOT REFUELED THE AIRCRAFT AT HIS DESTINATION FROM TWO FIVE GALLON CONTAINERS HE,AU
2461,"INSPECTOR STATEMENT: ON SEPTEMBER 16, 2002 AT ABOUT 9:30 A M  LOCAL TIME IN THE VICINITY OF THE CANADAIGUA AI",II
2462,AIRCRAFT WINGTIP STRUCK LIGHT POLE WHILE TAXIING IN AN AREA OF CONSTRUCTION  THE POLE LIGHTS WERE UNLIT AS WA,AI
2463,DURING PREFLIGHT JUST PRIOR TO DEPARTURE PILOT WAS DISTRACTED BY CELL PHONE CALL  PILOT FAILED TO REMOVE AIRC,II
2464,"PILOT DID NOT PERFORM A THOROUGH PREFLIGHT INSPECTION, THUS OVERLOOKING A PROPELLER LOCK ATTACHMENT  HE THEN",II
2465,"PILOT REPORTED WHEN RETURNING TO LEVEL FLIGHT FROM INVERTED AEROBATIC MANEUVER, ENGINE ""BURBLED""  PILOT DECLA",II
2466,WITNESS REPORTED SEEING CESSNA CE01 N531MH DEPART EAGLE CREEK AIRPORT WITHOUT ANY LIGHTS AFTER DARK  AIR TR,AU
2467,"ON NOVEMBER 17, 2002, AT 1630 LOCAL TIME A CESSNA 152, 823L REGISTERED TO AERO WINGS INC  AND OPERATED BY J",II
2468,CREW FAILED TO SWITCH ON THE WING AND ENGINE ANTI-ICE WHEN GROUND ICING CONDITIONS EXISTED  CORRECTED ON THE,ME
2469," 19 ON OCTOBER 2, 2002, ABOUT 10 EASTERN DAYLIGHT TIME, A BEAGLE AIRCRAFT B 206 BASSET, N72KB, WAS DESTROYED AF",II
2470,PILOT REPORTED AIRCRAFT WOULD NOT ROTATE ON TAKE-OFF ROLL  ABORTED TAKEOFF AND AIRCRAFT SKIDDED OFF THE END O,II
2471,WITNESSES AT THE DEPARTURE AIRPORT STATED THAT PILOT HAD SIGNIFICANT DIFFICULTY STARTING THE AIRCRAFT IMMEDIA,AU
2472,MS BOMBERGER LANDED AT CTJ AFTER A SECOND NO FLAP APPROACH AND RAN OFF THE END OF THE RUNWAY CAUSING THE NOSE,AU
2473," 19 ON JANUARY 9, 2003, APPROXIMATELY 1500 CENTRAL STANDARD TIME, AN AEROSPATIALE AS-350-BA SINGLE-ENGINE HELICOP",II
2474,"DURING THE TAKEOFF ROLL THE PILOT IN COMMAND NOTICED A ""VIBRATION""  THE VIBRATION CONTINUED AND AS THE AIRCRA",II
2475,AIRCRAFT HAD BEEN GROUNDED BECAUSE THE BRAKES WERE INOPERATIVE  CFK AND STUDENT PILOT FAILED TO CHECK THE DIS,II
2476,WHILE BEGINNING A TAKEOFF ROLL ON RUNWAY THE CREW OF N961LL ABORTED THE TAKEOFF AFTER REACHING AN AIRSPEED,II
2477,"ON DECEMBER 19, 2002, ABOUT 1530 MOUNTAIN STANDARD TIME, A BEECHCRAFT A36, N323D, LANDED THE AIRCRAFT WITHOUT",II
2478,"ON DECEMBER 19, 2002, AT APPROXIMATELY 1:03 AM, A FALCON DA-20 LANDED AT STANIFORD INTERNATIONAL AIRPORT WITH",II
2479,"BAGS FROM AFT BAGGAGE STRUCK THE TAIL ROTOR IN FLIGHT, SUBSEQUENTLY THE TAIL ROTOR FAILED THE PILOT LANDED IN",II
2480,"CREW WAITED FOR AIRCRAFT TO BE TAXIED TO GATE FROM HANGAR, ASSUMING THAT IT HAD BEEN INSIDE AND DEICED  ON TH",II
2481,"ON 02/08/2003 AT APPROXIMATELY 22:30, A LEAR JET OPERATED BY FS AIR, ON A MEDEVAC OPERATION, SLID OFF THE END",AF
2482,"ON JANUARY 30, 2003, ABOUT 0330 ALASKA STANDARD TIME, A CESSNA 208B AIRPLANE, N1276P, SUSTAINED SUBSTANTIAL D",ME
2483,"NO NTSB ACCIDENT NO, AS THIS IS AN ULTRA-LIGHT AIRCRAFT, AND THEY ELECTED NOT TO DO AN ACCIDENT REPORT  PRIV",II
2484,"ON JUNE 11, 2003 AT APPROXIMATELY 12 EDT, A STEVEN D  AYERS EXPERIMENTAL RV-6A AIRCRAFT CRASHED DURING TAKE",II
2485,A HOSE USED TO FILL THE CHEMICAL TANK FOR AERIAL APPLICATION WAS NOT REMOVED BEFORE THE PILOT ATTEMPTED TO TA,II
2486,DURING TAXI FROM HANGER TO FUEL PUMPS AIRCRAFT WAS ON TAXIWAY WHEN A TELEPHONE MAN HOLE COVER BROKE AS AIRCRA,AF
2487,"ON JUNE 15, 2003 AT APPROXIMATELY 1730 CENTRAL DAYLIGHT TIME, N20553 EXPERIENCED A LOSS OF POWER DURING TAKE",II
2488,PILOT FAILED TO ASSURE THE OIL FILLER CAP WAS SECURE AND TOOK OFF  OIL WAS OBSERVED COMING OUT OF THE ENGINE,II
2489,AIRCRAFT EXPERIENCED LOSS OF ENGINE POWER WHILE IN FLIGHT  PARTIAL POWER WAS RESTORED AND PILOT ATTEMPTED TO,AU
2490,A MEAL CART RELEASED ON LANDING AND TRAVELED NEARLY TO DOOR #2  THE CART HIT SEVERAL PASSENGERS AS IT TRAVERS,ME
2491,PRIVACY DATA OMITTED ON 6/17/2003 N01P HAD A RIGHT MAIN GEAR FAILURE WHILE LANDING AT FOX FIELD LANCASTER,AU
2492,"ON APRIL 17, 2003, AT 19:09 CENTRAL STANDARD TIME, AN EXPERIMENTAL AMATEUR BUILT MODEL BUCKER BU133R, N103S,",II
2493,"ON MAY 31, 2003, APPROXIMATELY 1030 CENTRAL DAYLIGHT TIME, AN AEROTEK PITTS S-2A SINGLE-ENGINE AEROBATIC BI-P",AU
2494,"THE AIRCRAFT DEPARTED BARTLESVILLE MUNICIPAL AIRPORT BVO BARTLESVILLE, OK AT 17 AM LOCAL TIME FOR A LOCAL",II
2495,"AFTER GEAR maintenance AT SWEET WATER, THE EMERGENCY GEAR HANDLE NOT STOWED  PASSENGER SEAT BELT INTERFERED W",II
2496,MR  CAMPBELL FLEW HIS AIRCRAFT AFTER THE VACUUM PUMP WAS REMOVED FOR REPLACEMENT  THE MECHANIC IA WHO REMOV,AU
2497,ROTORCRAFT ATTEMPTED TO LIFT OFF OF TRAILER WHILE THE RIGHT REAR SKID WAS SECURED WITH THE TIEDOWN STRAP  ROT,II
2498,"CRUISE FLIGHT500 WESTBOUND SOUTH OF INCIDENT SITE ENGINE QUIT  ESTABLISHED MAX GLIDE, FUEL SELECTOR LH, A",II
2499,"DATE: JUNE 3, 2003 LOGAN INTERNATIONAL AIRPORT BOSTON MA BOS 12:35 EDT ASI: DONALD E  SMALL 52FJ DORNIER",DE
2500,"WHILE ENROUTE FROM DENVER CENTENNIAL APA TO PUEBLO CO PUB, APPROXIMATELY 7 MILES SOUTH OF APA, PILOT CONT",II
2501,"ENROUTE TO MUSCLE SHOALS ALA  MSL FROM REFORM ALA  3M8 AT 3000 FEET, MR  RICHARDSON EXPERIENCED LOSS OF R",II
2502,"THE PILOT WROTE, ""WHILE LEVELING OFF AT 700 FT AGL I FELT A VIBRATION IN THE ROTOR SYSTEM  AFTER CONFIRMING A",II
2503,CANOPY WAS NOT SECURED PROPERLY PRIOR TO TAKE-OFF AND OPENED IN FLIGHT JUST AFTER ROTATION  PILOT LOST CONTRO,II
2504,THE PILOT FORGOT OR OVERLOOKED REMOVING THE RIGHT AILERON TO FLAP GUST LOCK DURING THE PREFLIGHT  AT ROTATION,II
