,0
PILOT REDUCED POWER DURING TAKEOFF TO SECURE AN OPEN DOOR  AIRCRAFT STRUCK A FENCE AT THE END OF THE TAKEOFF AREA ,1
THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT STRUCK THE GROUND  TANK SEALANT FOUND BLOCKING FUEL SCREEN ,1
FLIGHT DIVERTED DUE TO STRAP WITH BUCKLE HANGING OUT OF GALLEY DOOR ,1
ENGINE QUIT ON FINAL AFTER PILOT SWITCHED ON EMERGENCY AUX FUEL PUMP  STRUCK A SNOW STAKE LANDING ON A HIGHWAY ,1
PRECAUTIONARY LANDING AFTER LOW OIL PRESSURE LIGHT CAME ON  ADDED OIL AND CONTINUED SOLO STUDENT CROSS COUNTRY ,1
"FAILED TO VISUALLY CHECK FUEL IN TANKS  RAN RIGHT TANK DRY ON TAKEOFF  LANDED IN A CLEARING, HIT BRUSH, NOSED OVER ",1
STRUCK POST DURING FORCED LANDING AFTER POWER LOSS  FOUND WATER IN FUEL LINES ,1
IMPACTED GROUND AND BURNED AFTER ENGINE QUIT ON A TEST FLIGHT  FOUND A TIE DOWN ROPE WRAPPED AROUND ROTOR BLADE ,1
THE ENGINE LOST POWER SHORTLY AFTER TAKEOFF  WATER WAS FOUND IN THE CARBURETOR TANKS WERE NOT DRAINED AFTER TOPOFF ,1
BRAKES RELEASED DURING TAKEOFF ROLL ON A SHORT RUNWAY  AIRCRAFT WOULD NOT CLIMB AND WAS DITCHED IN THE WATER ,1
REQUESTED IFR DESCENT THROUGH UNFORECAST WEATHER TO VFR AIRCRAFT NOT IFR CERTIFIED NO STATIC OR ALTIMETER CHECK ,1
PILOT WAS NOTIFIED OF TRAILING SMOKE ON TAKEOFF  ENGINE SEIZED  LANDED IN A FIELD  OIL FILTER CAP NOT SECURED ,1
THE AIRCRAFT FLEW INTO THE GROUND AFTER LIFTOFF  THE PILOT FAILED TO UNLOCK THE CONTROLS BEFORE TAKEOFF ,1
HIGH WIND TAKEOFF  DRIFTED FAST TOWARDS POWERLINE  TRIED CLIMB BUT ENCOUNTERED DOWN DRAFTS  NO TEST BALLOON USED ,1
TAKEOFF MADE WITH 2 NOTCHES FLAPS  AIRCRAFT CLIMBED OVER TREES AT THE END OF RUNWAY BUT SETTLED TO THE GROUND ,1
"WHILE TURNING, AIRCRAFT STARTED TO SETTLE  PILOT DUMPED LOAD BUT WAS UNABLE TO RECOVER  HIGH DENSITY ALTITUDE ",1
BOTH ENGINES CEASED TO RUN AS FUEL PRESSURE DROPPED  LANDED IN A FIELD  FOUND ALL FUEL TANK VENTS CLOGGED ,1
AIRCRAFT CAUGHT ON FIRE AFTER BEING PRIMED SEVERAL TIMES  CARBURETOR HAD BEEN REMOVED FOR REPAIR CFI DID PREFLIGHT ,1
AMPHIBIAN FAILED TO CLIMB AFTER FULL FLAP TAKEOFF  STRUCK TREES  DENSITY ALTITUDE A FACTOR  NOT SEAPLANE RATED ,1
THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT FLIPPED ON LANDING PILOT HAD JUST FILLED TANKS  WATER IN FUEL ,1
PILOT WAS TRYING TO CLOSE DOOR WHEN AIRCRAFT DESCENDED AND STRUCK A POWERLINE  MADE OFF AIRPORT LANDING ,1
POPPING SOUND FROM NOSE GEAR ON RETRACTION  LANDED WITHOUT GEAR LOCKED DOWN  FOUND NOSE GEAR DOOR DISCONNECTED ,1
"NOSE DOWN TRIM CAUSED IMPROPER LEVEL OFF, WHEEL BARROWING AND VEERING OFF THE RUNWAY SIDE  IMPACTED IN A DITCH ",1
THE ENGINE FAILED SHORTLY AFTER TAKEOFF AND THE AIRCRAFT IMPACTED TERRAIN  FUEL SHUTOFF VALVE HAD COME APART ,1
POWER INTERRUPTION ON ENGINE TEST TAKEOFF  REQUESTED RETURN  FUEL SELECTOR WAS ON AN EMPTY TANK ,1
THE ENGINE FAILED ON TAKEOFF  THE AIRCRAFT HIT TREES ON LANDING  WATER FOUND IN GASCOLATOR ,1
THE STUDENT REDUCED POWER ON THE WRONG ENGINE ON TAKEOFF AND THE AIRCRAFT LANDED HARD  LOW TIME INSTRUCTOR ,1
ENGINE OVERHEAT  HOT OIL SMELL KNEW HE HAD FAILED TO REMOVE AIR INTAKE PLUGS  NOSED OVER IN FURROWS PLOWED FAILED,1
AIRCRAFT IMPACTED THE GROUND AFTER TAKEOFF  PILOT USED INAPPROPRIATE RUNWAY AND MISUSED FLAPS  DENSITY ALTITUDE ,1
THE ENGINE FAILED IN FLIGHT  SUSPECT WET MAGNETOS  PILOT HAD JUST FINISHED WASHING ENGINE ,1
DOOR POPPED OPEN DURING CLIMB  PILOT RETURNED TO AIRPORT TO CLOSE DOOR  IFR FLIGHT PLAN NOT CLOSED ,1
TAKEOFF GEAR RETRACTION AND LANDING MADE WITH TOW BAR ATTACHED  DAMAGE TO PROPELLER TIP ,1
GROUND LOOPED ON ROLLOUT  FOUND RIGHT BRAKE DISC WORN AND ALLOWING BRAKE FLUID TO ESCAPE ,1
PIC FAILED TO SECURE CANOPY BEFORE TAKEOFF  CANOPY SEPARATED ON DOWNWIND LEG AND FELL TO THE GROUND ,1
ON TAKEOFF ROLL AIRCRAFT VEERED OFF THE RUNWAY WHEN THE SEAT SLID BACK  SEAT LATCH NOT PROPERLY ENGAGED ,1
ENGINE FAILED DURING TAKEOFF  THE PILOT HAD NOT RESET THE FUEL SELECTOR AFTER FILLING SMOKE TANK WITH OIL ,1
THE ENGINE FAILED FROM FUEL CONTAMINATION THE AIRCRAFT HAD JUST BEEN WASHED  WATER AND SOAP FOUND IN FUEL SAMPLE ,1
THE GLIDER LANDED HARD AFTER ABORTING A TOWED TAKEOFF  THE PILOT HAD FAILED TO CONNECT THE ELEVATOR PUSHROD ,1
DEPARTED TAXIWAY AT NIGHT AND STRUCK AN UNLIGHTED RUNWAY DIRECTION SIGN  AIRCRAFT LANDING LIGHTS BURNED OUT ,1
"FLOAT PLANE ABORTED TAKEOFF DUE TO IMPROPER FLAP SETTING  INSUFFICIENT WATER REMAINED, RAN ONTO SHORELINE ",1
THE ENGINE FAILED IN THE PATTERN AND THE PLANE STRUCK A TREE  WATER IN FUEL TANK  IMPROPER INSTRUCTOR MONITORING ,1
PILOT REPORTED SMOKE IN THE COCKPIT  OIL QUANTITY FOUND LOW  NO LEAKS EXCEPT TURBOCHARGER THROWING A LITTLE OIL ,1
DOOR CAME OPEN ON TAKEOFF ROLL  PILOT ABORTED BUT RAN OFF RUNWAY INTO A FENCE  TAKEOFF WAS MADE DOWNWIND ,1
UPPER CABIN DOOR UNLOCKED ON CLIMBOUT RETURNED  WENT AROUND DUE TRAFFIC  DOWNDRAFT  HIT WIRES  SHEARED OFF A WING ,1
THE ENGINE FAILED DURING A PRACTICE FORCED LANDING  THE INSTRUCTOR FAILED TO SELECT THE PROPER FUEL PUMP MODE ,1
FORCED LANDING AFTER FUEL EXHAUSTION  FOUND GASCOLATOR DRAIN NOT COMPLETELY CLOSED ,1
"BAGGAGE DOOR OPENED ON TAKEOFF,AIRCRAFT RETURNED  TIRE BLEW ON LANDING ",1
THE ENGINE LOST POWER ON TAKEOFF  THE AIRCRAFT LANDED GEAR UP A BALL OF PAINT MASKING MATERIAL BLOCKED AIR INTAKE ,1
AIRCRAFT CRASHED OFF TAKEOFF END OF RUNWAY  ENGINE DID NOT PRODUCE RATED POWER BECAUSE OF PILOT PREFLIGHT ,1
FORCED LANDING ON HIGHWAY AFTER POWER LOSS  FOUND EXCESSIVE WATER IN FUEL TANKS  FUEL INJECTOR GASKET HAD COLLAPSED,1
"LANDED AT AIR FORCE BASE BY MISTAKE, LORAN INDICATED DESTINATION WAS REACHED ",1
"ATTEMPTED FORCED LANDING AFTER VIBRATION, LANDED SHORT AND STRUCK FENCE  AILERON QUICK ACTION FITTING DISCONNECTED ",1
THE ENGINE FAILED FROM FUEL STARVATION  A BLOCKED FUEL VENT TRAPPED FUEL  PILOT FAILED TO INVESTIGATE IMBALANCE ,1
ENGINE FAILED AND AIRCRAFT NOSED OVER ON LANDING  SUSPECT CARBURETOR ICING  CARB HEAT LEVER JAMMED IN OFF POSITION ,1
HIT THE GROUND WHEN FLAPS WERE RAISED ON GO AROUND  PILOT FAILED TO CHECK DRIFT  NOT CURRENT FOR NIGHT FLYING ,1
PILOT REPORTED POWER LOSS ON LEVEL OFF  UNABLE RESTART  DITCHED IN OCEAN  DID NOT DRAIN FUSELAGE SUMPS FOR WATER ,1
ENTERED TCA WITHOUT ATC COMMUNICATION  PILOT WAS AWARE OF MALFUNCTIONING ENCODING ALTIMETER ,1
"ENGINES FAILED DURING RAPID DESCENT  AIRCRAFT FORCE LANDED  PILOT DID NOT HAVE LICENSE, MEDICAL OR REGISTRATION ",1
FORCED LANDING ON A GRAVEL BAR AFTER ENGINE QUIT  FOUND WATER IN LEFT FUEL TANK  REFUELED FROM 55 GALLON DRUM ,1
"DURING CLIMB, PILOTS EMERGENCY ACCESS WINDOW DOOR SEPARATED AIRCRAFT  RETURNED FOR A SAFE LANDING ",1
"GEAR COLLAPSED ON ROLLOUT, SUSPECT GEAR WAS NOT FULLY LOCKED ",1
THE STUDENT INADVERTENTLY RAISED THE FLAPS FULLY DURING GO AROUND  THE AIRCRAFT BOUNCED AND DEPARTED SIDE OF RUNWAY,1
PILOT LOST CONTROL OF AIRCRAFT DURING GO AROUND DUE TO LOSS OF AILERON CONTROL PILOT FAILED TO REMOVE CONTROL LOCK ,1
NOSE GEAR COLLAPSED ON LANDING  PILOT FAILED TO REMOVE TOW BAR WHICH JAMMED THE GEAR DOORS ,1
THE TOWPLANE STRUCK TREES WHEN UNABLE TO RELEASE BANNER  PILOT PULLED WRONG RELEASE AND FAILED TO CLIMBOUT PROPERLY,1
ENGINE FAILED WHILE STUDENT WAS FLYING A PASSENGER  ONE FUEL TANK WAS EMPTY DUE TO A LOOSE CAP WATER IN OTHER TANK ,1
"RIGHT BAGGAGE DOOR SEPARATED ON TAKEOFF  ENGINE INGESTION OF CONTENTS  LATCH NORMAL, WARNING LIGHT MALFUNCTION ",1
STRUCK A TREE ON A FORCED LANDING AFTER FUEL EXHAUSTION  RELIED ON INACCURATE INDICATOR FOR FUEL QUANTITY ,1
OIL ON WINDSHIELD AFTER TAKEOFF  BOUNCED AND PORPOISED DURING PRECAUTIONARY LANDING  OIL FILLER CAP NOT SECURED ,1
GLIDER MADE A HARD FORCED LANDING AFTER PREMATURE DISCONNECT FROM TOW  PILOT UNAWARE SPEED BRAKE WAS DEPLOYED ,1
"DOOR OPENED AFTER TAKEOFF, LANDED GEAR UP  PILOT UNABLE TO EXTEND GEAR DUE TO BUFFETING ",1
GEAR COLLAPSED ON TAKEOFF ROLL  GEAR HANDLE WAS IN THE UP POSITION ,1
THE ENGINE SEIZED AND THE AIRCRAFT MADE AN OFF AIRPORT LANDING  THE OIL DRAIN PLUG WAS MISSING ,1
RADIO FAILURE DUE TO DEAD BATTERY  SUSPECT PILOT INADVERTENTLY TURNED OFF ALTERNATOR AT CRUISE ,1
BOTH ENGINES QUIT DUE TO FUEL EXHAUSTION  LANDED GEAR UP IN A FIELD ,1
LANDED ON A TAXIWAY AFTER POWER LOSS ON TAKEOFF  FUEL SELECTOR FOUND OFF CENTER ,1
THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT WAS DITCHED  THE CARBURETOR HEAT CABLE WAS LOOSE  CARB ICING ,1
AIRCRAFT DEPARTED TAXIWAY AFTER NOSE WHEEL STEERING BECAME INOPERATIVE  PILOT FAILED TO ACTIVATE HYDRAULIC SYSTEM ,1
NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL   A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES ,1
LOST POWER ON CLIMBOUT  CRASHED INTO BRUSH OFF END RUNWAY  PILOT TOOK OFF WITH FUEL SELECTOR IN OFF POSITION ,1
NO ELEVATOR UP RESPONSE  PILOT BAILED OUT CRASHED INVERTED IN A FLAT SPIN SUSPECT IMPROPERLY ASSEMBLED TAIL SECTION,1
REAR DOOR OPENED ON FINAL APPROACH STRIKING FUSELAGE  NO REASON FOUND FOR DOOR OPENING ,1
ATC EQUIPMENT SHOWED PLANE BELOW ASSIGNED ALTITUDE  PILOT VERIFIED CORRECT ALTITUDE  RADAR READOUT SOMETIMES FAUTLY,1
TOOK OFF WITH KEYS IN FRONT BAGGAGE DOOR LOCK  DOOR OPENED  RETURNED TO CORRECT PROBLEM ,1
TOOK OFF WITH AILERON GUST LOCK ENGAGED  ABORTED AND MADE A HARD LANDING ,1
LEFT ENGINE OIL PRESSURE FLUCTUATING ON CLIMB  ENGINE WAS IDLED  RETURNED  FOUND OIL RESERVOIR CAP LOOSE ,1
DOOR OPENED IN FLIGHT  PILOT REQUESTED NEAREST AIRPORT WHERE HE LANDED WITHOUT INCIDENT ,1
"ENGINE QUIT ON LIFTOFF, LANDED  ENGINE RESTARTED AND PILOT TOOK OFF AGAIN  ENGINE QUITE AGAIN  CRASHED INTO A MALL ",1
STUDENT PILOT CRASHED ON CLIMBOUT WHEN ENGINE QUIT  STALLED AND CRASHED IN A FIELD  HEAT WAS ON AND FLAPS WERE DOWN,1
UNABLE TO RAISE NOSE GEAR AFER TAKEOFF  RETURNED  GROUND LOCK PIN WAS NOT REMOVED BEFORE FLIGHT  CREW OVERSIGHT ,1
LOST DIRECTIONAL CONTROL AFTER TAKEOFF AND ROLLED  RECOVERED AND LANDED  FORGOT TO REMOVE EXTERNAL AILERON LOCK ,1
MISSED APPROACH  FORCED LANDING IN FIELD  PILOT USED TO VERNIOR THROTTLE  UNSCREWED SAME BY TWISTING  NO MECHANICAL,1
ENGINE LOST POWER ON HOMEBUILT ON CLIMBOUT  CRASH LANDED   HAD PLACED LUGGAGE ON PLASTIC GAS LINE AND KINKED IT ,1
"SHORTLY AFTER ROTATION, FORWARD BAGGAGE DOOR BLEW OPEN AND FELL OFF  CONTINUED FLIGHT IN NON-AIRWORTHY AIRCRAFT ",1
"BEGAN TAKEOFF ROLL WITH CONTROL LOCK IN PLACE  UNABLE TO REMOVE, ABORTED LATE, RAN OFF END OF RUNWAY AND OVERTURNED",1
FUEL TRUCK EXHAUST FIRE WHILE REFUELING AIRCRAFT  EVACUATED AIRCRAFT VIA STAIRS  FAULTY TRUCK EXHAUST  NOT REPORTED,1
RIGHT COWL PANEL OPENED ON TAKEOFF CAUSED DRAG AND LOSS OF LIFT  LANDED OFF AIRPORT  IMPACT BENT THE WING SPAR ,1
"PARTIAL POWER LOSS ON CLIMBOUT  RETURNING,HIT FENCE AND AUTO SHORT OF RUNWAY  FAILED TO REMOVE COWLING BIRD COVERS ",1
ABORTED TAKEOFF WHEN AIRCRAFT DID NOT ROTATE  RAN OFF END OF RUNWAY  STABILIZER TRIM SETTING WRONG ,1
"CREW FAILED TO ASCERTAIN FLAPS SET FOR TAKEOFF AND FLAP WARNING HORN FAILED, LACK OF LIFT CAUSED SETTLING AND CRASH",1
SMOKE IN COCKPIT  DECLARED AN EMERGENCY  LANDED SAFELY  FOUND PILOT HAD MISHANDLED THE CABIN HEATER CONTROL ,1
"AIRCRAFT MADE LEFT VERTICAL BANK ON INITIAL CLIMB IMPACTED AND BURNED  AILERON CONTROL JUST REWORKED, WERE BACKWARD",1
ENGINE QUIT ON INITIAL CLIMBOUT  CRASH LANDED AVOIDING TREES  FOUND SELECTED FUEL TANK EMPTY  TRIP WAS TO GET FUEL ,1
RIGHT MAIN WHEEL LEFT THE TAXIWAY DURING TAXIING  FOUND LEFT BRAKE HAD A LEAK AT THE PISTON  PILOT FAILED TO NOTE ,1
LOST DIRECTIONAL CONTROL ON TAKEOFF  VEERED OFF THE RUNWAY  STUDENT USED NOSEWHEEL STEERING  CFI FAILED TO ADVISE ,1
"LOST OIL PRESSURE ON TAKEOFF  TRIED LANDING DOWNWIND NO FLAPS  TOO HIGH,STALLED CLIMBOUT  OIL DIPSTICK NOT SECURED ",1
LOST CONTROL ON CLIMB-OUT AND IMPACTED NEAR VERTICAL INDICATES PILOT FAILED TO TURN ON GYRO HORIZON PRIOR DEPARTURE,1
PARTIAL POWER LOSS ON CLIMBOUT  DITCHED IN A CREEK  FOUND WATER IN FUEL ,1
ROUGH ENGINE ON CLIMBOUT  LANDED ON CITY STREET  SPARK PLUGS OUT OF TOLERENCE  FOUND PRIMER UNLOCKED ,1
"DURING PREFLIGHT,LEFT AILERON LOCK DANGLING BY BUNGEE CORD FROM WING  FLEW TO KENT COUNTY RUNWAY WITH LOCK DANGLING",1
BOTH ENGINES QUIT ON CLIMBOUT  CRASH LANDED IN TREES  FUEL SELECTORS ON INBOARD EMPTY TANKS  OUTBOARD TANKS FULL ,1
ABORTED TAKEOFF WHEN UNABLE TO ROTATE  RAN OFF END OF RUNWAY  NOSED OVER IN DITCH  FAILED TO RESET NOSE DOWN TRIM ,1
BOTTOM HALF OF AIRSTAIR DOOR OPENED IN FLIGHT  DIVERTED TO NEAREST AIRPORT  NO DETAILS GIVEN IN REPORT ,1
ICING PROBLEM  ENGINE QUIT AT CRUISE  RESTARTED  ONLY RAN AT IDLE  LANDED ON DIRT ROAD  WAS USING RAM AIR ,1
"ENGINE OVERHEATED ON CLIMBOUT  LANDED ON A HIGHWAY  HAD FORGOT TO REMOVE COWL COVERS TOOK OFF, RETURNED TO AIRPORT ",1
ENGINE QUIT  NOSED OVER LANDING IN A SOFT FIELD  FOUND WATER IN THE FUEL ,1
HAD A RATTLE NOISE OUTSIDE OF THE AIRCRAFT  RETURNED  FOUND EXCESS SEAT BELT WAS HANGING OUTSIDE OF COCKPIT ,1
UNABLE TO ACCELERATE NORMALLY  ABORTED TAKEOFF  STOPPED IN OVERRUN AREA  PARKING BRAKE NOT FULLY OFF ,1
ENGINE QUIT IN THE PATTERN  LANDED IN A FLOOD CHANNEL  LACK OF SUFFICIENT OIL IN ENGINE CAUSED CYLINDER SEIZURE ,1
FLIGHT DEPARTED PITTSBURGH WITHOUT BEING FUELED  RETURNED  AIRCRAFT WAS FUELED AND THEN DEPARTED AGAIN ,1
FIRE ERUPTED IN EXHAUST SYSTEM IN AN INVERTED SPIN DUE TO POOLING OF SMOKE OIL AND IGNITED  SMOKE OBSCURED LANDING ,1
FLAPS LEFT FULL DOWN AFTER INSPECTION  TOOK OFF FLAPS DOWN PITCHED UP STALLED  NOSED DOWN  CONTROL LOCK ALSO ON ,1
ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY  NO DEFECTS  PILOT COUNSELED ON USE OF TRIM TAB ,1
OIL FROM ENGINE CAUGHT FIRE AND EXTINGUISHED BY FIRE BOTTLE   SAFE LANDING ,1
REPORTED NO GEAR LIGHTS  LANDED SAFELY AFTER GEAR DOWN FLYBY  GEAR LIGHTS DIM DUE TO NAV LIGHTS ON  HARD TO SEE ,1
"TRIED TO GO AROUND WITH FULL FLAPS, UNABLE THEN STALLED A WING AND IMPACTED FAILED TO HOLD SWITCH ON FOR RETRACTION",1
BOTH ENGINES FLUCTUATING  LANDED AT FT LEONARD WOOD  NO FUEL WOULD DRAIN FROM SUMP  LATER WATER CAME FROM SUMP ,1
DOOR OPENED AND DEPARTED AIRCRAFT AT CRUISE ALTITUDE  DIVERTED  CAUSE NOT STATED ,1
CANOPY CAME OPEN ON TAKEOFF  PILOTS GLASSES BLEW OFF AND HE LOST CONTROL TRYING TO CLOSE CANOPY AND CRASHED ,1
PUT GEAR DOWN BY MISTAKE FOR WATER LANDING  AMPHIBIAN FLIPPED OVER  REPORTED ELEVATOR TRIM BROKE  NO DEFECTS NOTED ,1
TAKEOFF WARNING HORN WHEN THROTTLES WERE ADVANCED  ABORTED  RESET STABILIZER TRIM AND RETURNED TO TAKEOFF AGAIN ,1
AFTER SWITCHING TANKS FUEL FLOW DIMINISHED TILL ENGINE SPUTTERING CAUSED FORCED LANDING  FUEL WAS CONTAMINATED ,1
LOST POWER ON TAKEOFF  LANDED WITH GEAR UP ON SAME RUNWAY  WATER IN FUEL TANK  FILLER CAP FIT LOOSELY ,1
"ERRATIC TAKEOFF RUN  JERKED INTO AIR,HIT TAIL AND WING ON RUNWAY CARTWHEELED OFF RUNWAY  ELEVATOR TRIM FULL NOSE UP",1
PEDAL AND TURN PROBLEM ON LIFTOFF  UNAPPROVED PEDAL ADJUSTMENT  UNABLE TO STOP TURN ON NEXT LIFTOFF  CRASH LANDED ,1
VEERED OFF RUNWAY AT START OF TAKEOFF ROLL  STOPPED WITHOUT DAMAGE  CREW HAD FAILED TO REMOVE NR2 ENGINE STARTLOCKS,1
NOTICED RIGHT MAIN FUEL CAP LEAKING AFTER TAKEOFF  RETURNED  ADDED FUEL AND ADJUSTED COLLAR ON FUEL CAP ,1
LANDED BEHIND DC9 WHICH BLEW UP A GREAT DEAL OF SNOW  PULLED RIGHT ON ROLLOUT  WINDROW FROM SNOWPLOW CAUSED PULL ,1
RIGHT EMERGENCY DOOR SEPARATED ON CLIMB  RETURNED  FOUND RELEASE HANDLE PARTIALLY DISENGAGED ,1
NOSE GEAR UNSAFE LIGHT  TOW BAR HANGING FROM WHEEL  RETURNED  LANDED WITH GEAR UP  FORGOT TO REMOVE BAR ,1
UNABLE TO RETRACT RIGHT MAIN GEAR ON CLIMBOUT  RETURNED AFTER DUMPING FUEL  LANDING GEAR SAFETY PIN WAS IN PLACE ,1
"SETTLED TO RUNWAY, BOUNCED TWICE USING UP RUNWAY  BEGAN GO AROUND  IMPACTED ON TURNOUT NOSE DOWN ",1
ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED  TAXIED TO RAMP  PILOT DID NOT RECALL CHECKING DOOR ,1
PRECAUTIONARY RETURN TO AIRPORT TO CLOSE FUEL CAP  DEPARTED AGAIN  DID NOT CONTACT ATS ON EITHER TAKEOFF ,1
"ERRATIC FLIGHT ON CLIMBOUT  LOST CONTROL TURNING, DIVED INTO GROUND  IMPROPERLY LOCKED UPPER DOOR SECTION CAME OPEN",1
FAILED TO SECURE OIL CAP  ENGINE RAN OUT OF OIL  FORCED LANDING IN TREES  MEDICAL HAD EXPIRED ,1
ROUGH ENGINE AND PARTIAL POWER ON CLIMBOUT  HIT TREES ON RETURN  CARB HEAT LEVER TRAVEL WAS RESTRICTED ,1
HEARD LOUD BANG  NOSE BAGGAGE DOOR LIGHT CAME ON  PRECAUTIONARY LANDING  DOOR WAS AJAR  MINOR DAMAGE TO NOSE ,1
WATER TAXI TO REFUEL PRIOR TO TAKEOFF  WATER ROUGH  LEFT FLOAT CAP OPEN SHIPPED WATER AND aircraft ROLLED OVER AND SANK,1
FAILED TO DISCONNECT THE CHEMICAL FILLER HOSE PRIOR TO LIFTOFF FROM TRUCK PLATFORM  HELICOPTER ROLLED OVER ,1
"UNABLE TO ROTATE, RAN OFF END OF RUNWAY FULL POWER NO BRAKING INTO DITCH  POSSIBLE CONTROL LOCK IN YOKE  NO DEFECTS",1
"DISCARDED CARGO DOOR WAS PICKED UP BY ROTOR WASH OF UNKNOWN HELICOPTER IT HIT PARKED S550 N#92QS, DAMAGING AILERON ",1
"HAD UNEVEN FUEL FLOW AND IMBALANCE  DIVERTED TO NEAREST AIRPORT, CRASHED AND BURNED  YAW DAMPER INOP ",1
STUDENT PILOT PICKED UP PASSENGER  CRASHED ON TAKEOFF  FOUND CARBURETOR HEAT ON AND FLAPS FULL DOWN ,1
"CREWMAN HAD SECURED AFT SKID TIE DOWNS UNKNOWN BY PILOT  HE DID NOT CHECK, AIRCRAFT LIFTOFF NOSE HIGH FELL IN WATER",1
RIGHT SIDE OF ENGINE COWLING OPENED EN ROUTE  DIVERTED TO ROSTRAVER  LEFT SIDE OPENED  LANDED  NO REASON FOUND ,1
"TOOK OFF WITH FULL UP TRIM AND LEANED MIXTURE  NOSED UP,STALLED AND SPUN IN  CARRIED PASSENGERS  LACKED ENDORSEMENT",1
PIC REPORTED LOSING OIL PRESSURE AND ALTERNATOR  LANDED FOUND ALTERNATOR CIRCUIT BREAKER OPEN AND BATTERY DEPLETED ,1
TOP HALF OF DOOR OPENED DURING TAKEOFF  PROCEEDED TO KEENE  LANDED SAFELY  CHECKED DOOR AND RETURNED ,1
STUDENT PULLED AND SET PARKING BRAKE INSTEAD OF FLAPS  HIGHER SPEED RESULTED IN FLOAT  BRAKE SET MADE TIRE BLOW ,1
LIGHT TO HEAVY FREEZING RAIN IN AREA  AIRCRAFT STALLED BUT RECOVERED ON INITIAL APPROACH  AIRFRAME DEICE NOT ON ,1
UNABLE TO PRESSURIZE CABIN AFTER TAKEOFF  RETURNED  R-1 DOOR WAS OPEN  RECYCLED DOOR AND RESUMED FLIGHT ,1
NO AILERON CONTROL ON TAKEOFF TOW  RELEASED TOW AND CRASHED INTO TREES  PINS HOLDING AILERON CONTROLS WERE MISSING ,1
COCKPIT FILLED WITH SMOKE WHILE TAXIING FOR DEPARTURE  ENGINE SHUT DOWN  ENGINE BLOWER INTAKE COVER STILL INSTALLED,1
CRASH LANDED ON AIRPORT  ACCIDENT CAUSED FROM A HOLE IN RUNWAY ,1
RETURNED TO AIRPORT WITH ROUGH ENGINE  USED CHECK LIST  FOUND PRIMER UNLOCKED  SECURED PRIMER  ENGINE NORMAL ,1
DUAL ALTERNATOR FAILURE  FAILED TO RESET CIRCUIT BREAKERS OR CHECK GEAR DOWN  PUT ON DEICE  SURGE POPPED BREAKERS ,1
SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS  PILOT IMPROPERLY SET EMERGENCY VALVE  OIL FROM ENGINE WORK CAUSED SMOKE ,1
CANOPY OPENED DURING TAKEOFF   AIRCRAFT CONTROL AFFECTED   LANDED GEAR UP   SAFETY LATCH DID NOT HOLD ,1
THE GEAR RETRACTED ON TAKEOFF ROLL  SELECTOR WAS IN THE UP POSITION  BRF OUT OF DATE ,1
"OVERSHOT NIGHT LANDING, VEERED OFF RUNWAY TO AVOID A FENCE  OVER ONE HALF OF RUNWAY LIGHTS INOPERATIVE ",1
"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL ",1
LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED  DITCHED IN OCEAN,1
CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL  PILOT FORGOT TO LATCH THE CANOPY ,1
THE RIGHT MAIN GEAR COLLAPSED ON ROLLOUT OLEO STRUT WAS NOT CONNECTED AT THE THREADED JOINTS ,1
ACTIVATED FLAPS INSTEAD OF SPOILERS ON APPROACH  TOO HIGH BEGAN A TURN TO LOSE ALTITUDE AND STALLED THE GLIDER ,1
"THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST, NO FLAP LANDING  LANDING LIGHT FAILED  PILOT SHUT OFF BATTERY ",1
LOUD BANG AT ENGINE START AFTER maintenance  FOUND NR3 TAIL ROTOR DRIVE SHAFT COUPLING BOLTS WERE LOOSE ,1
ENGINE QUIT WITHOUT WARNING ON TAKEOFF  LANDED ON A ROAD  WATER FOUND IN THE CARBURETOR BOWL ,1
"ELECTRIC POWER LOST ON IFR DUAL FLIGHT  STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF  PILOT ERROR",1
LANDING GEAR COLLAPSED BECAUSE IT WAS NEVER FULLY EXTENDED AND LOCKED  CAUSE GENERATORS WERE NEVER TURNED ON ,1
"WHILE TAXING, THIS AIRCRAFT STRUCK A PARKED AIRPLANE  THE PILOT REPORTED THAT THE SEAT UNLOCKED AND SLIPPED BACK ",1
"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE  AIRCRAFT FORCE LANDED ",1
